factgrid-ubs_combining_criteria	wiki_combining_criteria	factgrid_id	ubs_id	wiki_id	factgrid_name	ubs_name	wiki_name	factgrid_desc	ubs_desc	wiki_desc	factgrid_ref	ubs_ref
similar > 0.9	ubs names	Q168017	ID_1879ot	Q9077	Moses, son of Amram and Jochebed	Moses	Moses	male biblical protagonist (Exodus 2:10)	son of Amram; leader of Israel during exodus; tribe of Levi	a prince-turned-prophet who led the Israelites out of slavery in Egypt to Canaan an a bull $¡at	Exodus 2:10	[(2, 1, 2, 1), (2, 1, 2, 1), (2, 1, 2, 1), (2, 1, 2, 1), (2, 1, 2, 1), (2, 1, 2, 1), (2, 1, 3, 1), (2, 1, 3, 1), (2, 1, 3, 1), (2, 1, 3, 1), (2, 1, 3, 1), (2, 1, 3, 1), (2, 1, 3, 1), (2, 1, 3, 1), (2, 1, 4, 1), (2, 1, 4, 1), (2, 1, 4, 1), (2, 1, 4, 1), (2, 1, 4, 1), (2, 1, 4, 1), (2, 1, 4, 1), (2, 1, 4, 1), (2, 1, 4, 1), (2, 1, 4, 1), (2, 1, 4, 1), (2, 1, 4, 1), (2, 1, 4, 1), (2, 1, 5, 1), (2, 1, 5, 1), (2, 1, 5, 1), (2, 1, 5, 1), (2, 1, 6, 1), (2, 1, 6, 1), (2, 1, 6, 1), (2, 1, 6, 1), (2, 1, 6, 1), (2, 1, 6, 1), (2, 1, 6, 1), (2, 1, 6, 1), (2, 1, 6, 1), (2, 1, 6, 1), (2, 1, 6, 1), (2, 1, 6, 1), (2, 1, 7, 1), (2, 1, 7, 1), (2, 1, 7, 1), (2, 1, 7, 1), (2, 1, 7, 1), (2, 1, 7, 1), (2, 1, 7, 1), (2, 1, 7, 1), (2, 1, 7, 1), (2, 1, 8, 1), (2, 1, 8, 1), (2, 1, 8, 1), (2, 1, 8, 1), (2, 1, 8, 1), (2, 1, 8, 1), (2, 1, 8, 1), (2, 1, 8, 1), (2, 1, 8, 1), (2, 1, 8, 1), (2, 1, 8, 1), (2, 1, 8, 1), (2, 1, 9, 1), (2, 1, 9, 1), (2, 1, 9, 1), (2, 1, 9, 1), (2, 1, 9, 1), (2, 1, 9, 1), (2, 1, 9, 1), (2, 1, 9, 1), (2, 1, 9, 1), (2, 1, 9, 1), (2, 1, 9, 1), (2, 1, 9, 1), (2, 1, 10, 1), (2, 1, 10, 1), (2, 1, 10, 1), (2, 1, 10, 1), (2, 1, 10, 1), (2, 1, 10, 1), (2, 1, 10, 1), (2, 1, 10, 1), (2, 1, 10, 1), (2, 1, 10, 1), (2, 1, 10, 1), (2, 1, 10, 1), (2, 1, 11, 1), (2, 1, 11, 1), (2, 1, 11, 1), (2, 1, 11, 1), (2, 1, 11, 1), (2, 1, 12, 1), (2, 1, 12, 1), (2, 1, 12, 1), (2, 1, 12, 1), (2, 1, 12, 1), (2, 1, 12, 1), (2, 1, 12, 1), (2, 1, 13, 1), (2, 1, 13, 1), (2, 1, 13, 1), (2, 1, 14, 1), (2, 1, 14, 1), (2, 1, 14, 1), (2, 1, 14, 1), (2, 1, 14, 1), (2, 1, 14, 1), (2, 1, 14, 1), (2, 1, 14, 1), (2, 1, 15, 1), (2, 1, 15, 1), (2, 1, 15, 1), (2, 1, 16, 1), (2, 1, 16, 1), (2, 1, 16, 1), (2, 1, 16, 1), (2, 1, 16, 1), (2, 1, 16, 1), (2, 1, 16, 1), (2, 1, 16, 1), (2, 1, 16, 1), (2, 1, 16, 1), (2, 1, 16, 1), (2, 1, 16, 1), (2, 1, 16, 1), (2, 1, 16, 1), (2, 1, 16, 1), (2, 1, 16, 1), (2, 1, 17, 1), (2, 1, 17, 1), (2, 1, 17, 1), (2, 1, 17, 1), (2, 1, 17, 1), (2, 1, 17, 1), (2, 1, 17, 1), (2, 1, 17, 1), (2, 1, 17, 1), (2, 1, 17, 1), (2, 1, 17, 1), (2, 1, 18, 1), (2, 1, 18, 1), (2, 1, 18, 1), (2, 1, 18, 1), (2, 1, 18, 1), (2, 1, 18, 1), (2, 1, 18, 1), (2, 1, 18, 1), (2, 1, 18, 1), (2, 1, 18, 1), (2, 1, 18, 1), (2, 1, 18, 1), (2, 1, 18, 1), (2, 1, 18, 1), (2, 1, 18, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 20, 1), (2, 1, 20, 1), (2, 1, 20, 1), (2, 1, 20, 1), (2, 1, 24, 1), (2, 1, 24, 1), (2, 1, 24, 1), (2, 1, 24, 1), (2, 1, 24, 1), (2, 1, 24, 1), (2, 1, 24, 1), (2, 1, 24, 1), (2, 1, 24, 1), (2, 1, 24, 1), (2, 1, 24, 1), (2, 1, 24, 1), (2, 1, 25, 1), (2, 1, 30, 1), (2, 1, 30, 1), (2, 1, 30, 1), (2, 1, 30, 1), (2, 1, 31, 1), (2, 1, 31, 1), (2, 1, 31, 1), (2, 1, 32, 1), (2, 1, 32, 1), (2, 1, 32, 1), (2, 1, 32, 1), (2, 1, 32, 1), (2, 1, 32, 1), (2, 1, 32, 1), (2, 1, 32, 1), (2, 1, 32, 1), (2, 1, 32, 1), (2, 1, 32, 1), (2, 1, 32, 1), (2, 1, 32, 1), (2, 1, 32, 1), (2, 1, 32, 1), (2, 1, 32, 1), (2, 1, 33, 1), (2, 1, 33, 1), (2, 1, 33, 1), (2, 1, 33, 1), (2, 1, 33, 1), (2, 1, 33, 1), (2, 1, 33, 1), (2, 1, 33, 1), (2, 1, 34, 1), (2, 1, 34, 1), (2, 1, 34, 1), (2, 1, 34, 1), (2, 1, 34, 1), (2, 1, 34, 1), (2, 1, 34, 1), (2, 1, 34, 1), (2, 1, 34, 1), (2, 1, 34, 1), (2, 1, 35, 1), (2, 1, 35, 1), (2, 1, 35, 1), (2, 1, 35, 1), (2, 1, 35, 1), (2, 1, 36, 1), (2, 1, 36, 1), (2, 1, 36, 1), (2, 1, 36, 1), (2, 1, 38, 1), (2, 1, 38, 1), (2, 1, 39, 1), (2, 1, 39, 1), (2, 1, 39, 1), (2, 1, 39, 1), (2, 1, 39, 1), (2, 1, 39, 1), (2, 1, 39, 1), (2, 1, 39, 1), (2, 1, 39, 1), (2, 1, 39, 1), (2, 1, 39, 1), (2, 1, 40, 1), (2, 1, 40, 1), (2, 1, 40, 1), (2, 1, 40, 1), (2, 1, 40, 1), (2, 1, 40, 1), (2, 1, 40, 1), (2, 1, 40, 1), (2, 1, 40, 1), (2, 1, 40, 1), (2, 1, 40, 1), (2, 1, 40, 1), (2, 1, 40, 1), (3, 1, 1, 1), (3, 1, 4, 1), (3, 1, 5, 1), (3, 1, 5, 1), (3, 1, 6, 1), (3, 1, 6, 1), (3, 1, 6, 1), (3, 1, 7, 1), (3, 1, 7, 1), (3, 1, 7, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 8, 1), (3, 1, 9, 1), (3, 1, 9, 1), (3, 1, 9, 1), (3, 1, 9, 1), (3, 1, 9, 1), (3, 1, 9, 1), (3, 1, 9, 1), (3, 1, 10, 1), (3, 1, 10, 1), (3, 1, 10, 1), (3, 1, 10, 1), (3, 1, 10, 1), (3, 1, 10, 1), (3, 1, 10, 1), (3, 1, 10, 1), (3, 1, 10, 1), (3, 1, 10, 1), (3, 1, 11, 1), (3, 1, 12, 1), (3, 1, 13, 1), (3, 1, 14, 1), (3, 1, 14, 1), (3, 1, 15, 1), (3, 1, 16, 1), (3, 1, 16, 1), (3, 1, 16, 1), (3, 1, 17, 1), (3, 1, 18, 1), (3, 1, 19, 1), (3, 1, 20, 1), (3, 1, 21, 1), (3, 1, 21, 1), (3, 1, 21, 1), (3, 1, 22, 1), (3, 1, 22, 1), (3, 1, 22, 1), (3, 1, 23, 1), (3, 1, 23, 1), (3, 1, 23, 1), (3, 1, 23, 1), (3, 1, 23, 1), (3, 1, 23, 1), (3, 1, 24, 1), (3, 1, 24, 1), (3, 1, 24, 1), (3, 1, 24, 1), (3, 1, 25, 1), (3, 1, 26, 1), (3, 1, 27, 1), (3, 1, 27, 1), (4, 1, 1, 1), (4, 1, 1, 1), (4, 1, 1, 1), (4, 1, 1, 1), (4, 1, 1, 1), (4, 1, 1, 1), (4, 1, 2, 1), (4, 1, 2, 1), (4, 1, 2, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 4, 1), (4, 1, 4, 1), (4, 1, 4, 1), (4, 1, 4, 1), (4, 1, 4, 1), (4, 1, 4, 1), (4, 1, 4, 1), (4, 1, 4, 1), (4, 1, 4, 1), (4, 1, 5, 1), (4, 1, 5, 1), (4, 1, 5, 1), (4, 1, 5, 1), (4, 1, 6, 1), (4, 1, 6, 1), (4, 1, 7, 1), (4, 1, 7, 1), (4, 1, 7, 1), (4, 1, 7, 1), (4, 1, 7, 1), (4, 1, 8, 1), (4, 1, 8, 1), (4, 1, 8, 1), (4, 1, 8, 1), (4, 1, 8, 1), (4, 1, 8, 1), (4, 1, 8, 1), (4, 1, 9, 1), (4, 1, 9, 1), (4, 1, 9, 1), (4, 1, 9, 1), (4, 1, 9, 1), (4, 1, 9, 1), (4, 1, 9, 1), (4, 1, 10, 1), (4, 1, 10, 1), (4, 1, 10, 1), (4, 1, 10, 1), (4, 1, 11, 1), (4, 1, 11, 1), (4, 1, 11, 1), (4, 1, 11, 1), (4, 1, 11, 1), (4, 1, 11, 1), (4, 1, 11, 1), (4, 1, 11, 1), (4, 1, 11, 1), (4, 1, 11, 1), (4, 1, 11, 1), (4, 1, 12, 1), (4, 1, 12, 1), (4, 1, 12, 1), (4, 1, 12, 1), (4, 1, 12, 1), (4, 1, 12, 1), (4, 1, 12, 1), (4, 1, 12, 1), (4, 1, 12, 1), (4, 1, 13, 1), (4, 1, 13, 1), (4, 1, 13, 1), (4, 1, 13, 1), (4, 1, 13, 1), (4, 1, 13, 1), (4, 1, 14, 1), (4, 1, 14, 1), (4, 1, 14, 1), (4, 1, 14, 1), (4, 1, 14, 1), (4, 1, 14, 1), (4, 1, 14, 1), (4, 1, 14, 1), (4, 1, 14, 1), (4, 1, 15, 1), (4, 1, 15, 1), (4, 1, 15, 1), (4, 1, 15, 1), (4, 1, 15, 1), (4, 1, 15, 1), (4, 1, 15, 1), (4, 1, 15, 1), (4, 1, 16, 1), (4, 1, 16, 1), (4, 1, 16, 1), (4, 1, 16, 1), (4, 1, 16, 1), (4, 1, 16, 1), (4, 1, 16, 1), (4, 1, 16, 1), (4, 1, 16, 1), (4, 1, 16, 1), (4, 1, 16, 1), (4, 1, 16, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 17, 1), (4, 1, 18, 1), (4, 1, 19, 1), (4, 1, 20, 1), (4, 1, 20, 1), (4, 1, 20, 1), (4, 1, 20, 1), (4, 1, 20, 1), (4, 1, 20, 1), (4, 1, 20, 1), (4, 1, 20, 1), (4, 1, 20, 1), (4, 1, 20, 1), (4, 1, 20, 1), (4, 1, 20, 1), (4, 1, 21, 1), (4, 1, 21, 1), (4, 1, 21, 1), (4, 1, 21, 1), (4, 1, 21, 1), (4, 1, 21, 1), (4, 1, 21, 1), (4, 1, 25, 1), (4, 1, 25, 1), (4, 1, 25, 1), (4, 1, 25, 1), (4, 1, 25, 1), (4, 1, 26, 1), (4, 1, 26, 1), (4, 1, 26, 1), (4, 1, 26, 1), (4, 1, 26, 1), (4, 1, 26, 1), (4, 1, 26, 1), (4, 1, 26, 1), (4, 1, 27, 1), (4, 1, 27, 1), (4, 1, 27, 1), (4, 1, 27, 1), (4, 1, 27, 1), (4, 1, 27, 1), (4, 1, 27, 1), (4, 1, 27, 1), (4, 1, 27, 1), (4, 1, 28, 1), (4, 1, 30, 1), (4, 1, 30, 1), (4, 1, 30, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 31, 1), (4, 1, 32, 1), (4, 1, 32, 1), (4, 1, 32, 1), (4, 1, 32, 1), (4, 1, 32, 1), (4, 1, 32, 1), (4, 1, 32, 1), (4, 1, 32, 1), (4, 1, 33, 1), (4, 1, 33, 1), (4, 1, 33, 1), (4, 1, 34, 1), (4, 1, 34, 1), (4, 1, 34, 1), (4, 1, 35, 1), (4, 1, 35, 1), (4, 1, 36, 1), (4, 1, 36, 1), (4, 1, 36, 1), (4, 1, 36, 1), (5, 1, 1, 1), (5, 1, 1, 1), (5, 1, 1, 1), (5, 1, 4, 1), (5, 1, 4, 1), (5, 1, 4, 1), (5, 1, 4, 1), (5, 1, 5, 1), (5, 1, 27, 1), (5, 1, 27, 1), (5, 1, 27, 1), (5, 1, 28, 1), (5, 1, 29, 1), (5, 1, 31, 1), (5, 1, 31, 1), (5, 1, 31, 1), (5, 1, 31, 1), (5, 1, 31, 1), (5, 1, 31, 1), (5, 1, 31, 1), (5, 1, 31, 1), (5, 1, 31, 1), (5, 1, 31, 1), (5, 1, 32, 1), (5, 1, 32, 1), (5, 1, 32, 1), (5, 1, 33, 1), (5, 1, 33, 1), (5, 1, 34, 1), (5, 1, 34, 1), (5, 1, 34, 1), (5, 1, 34, 1), (5, 1, 34, 1), (5, 1, 34, 1), (5, 1, 34, 1), (6, 1, 1, 1), (6, 1, 1, 1), (6, 1, 1, 1), (6, 1, 1, 1), (6, 1, 1, 1), (6, 1, 1, 1), (6, 1, 1, 1), (6, 1, 1, 1), (6, 1, 1, 1), (6, 1, 3, 1), (6, 1, 4, 1), (6, 1, 4, 1), (6, 1, 4, 1), (6, 1, 8, 1), (6, 1, 8, 1), (6, 1, 8, 1), (6, 1, 8, 1), (6, 1, 9, 1), (6, 1, 11, 1), (6, 1, 11, 1), (6, 1, 11, 1), (6, 1, 11, 1), (6, 1, 12, 1), (6, 1, 13, 1), (6, 1, 13, 1), (6, 1, 13, 1), (6, 1, 13, 1), (6, 1, 13, 1), (6, 1, 13, 1), (6, 1, 13, 1), (6, 1, 13, 1), (6, 1, 14, 1), (6, 1, 14, 1), (6, 1, 14, 1), (6, 1, 14, 1), (6, 1, 14, 1), (6, 1, 14, 1), (6, 1, 14, 1), (6, 1, 14, 1), (6, 1, 17, 1), (6, 1, 18, 1), (6, 1, 20, 1), (6, 1, 21, 1), (6, 1, 21, 1), (6, 1, 22, 1), (6, 1, 22, 1), (6, 1, 22, 1), (6, 1, 22, 1), (6, 1, 22, 1), (6, 1, 23, 1), (6, 1, 24, 1), (7, 1, 1, 1), (7, 1, 1, 1), (7, 1, 3, 1), (7, 1, 4, 1), (9, 1, 12, 1), (9, 1, 12, 1), (11, 1, 2, 1), (11, 1, 8, 1), (11, 1, 8, 1), (11, 1, 8, 1), (12, 1, 14, 1), (12, 1, 18, 1), (12, 1, 18, 1), (12, 1, 18, 1), (12, 1, 21, 1), (12, 1, 23, 1), (13, 1, 5, 1), (13, 1, 6, 1), (13, 1, 15, 1), (13, 1, 21, 1), (13, 1, 22, 1), (13, 1, 23, 1), (13, 1, 23, 1), (13, 1, 23, 1), (13, 1, 26, 1), (14, 1, 1, 1), (14, 1, 5, 1), (14, 1, 8, 1), (14, 1, 23, 1), (14, 1, 24, 1), (14, 1, 24, 1), (14, 1, 25, 1), (14, 1, 30, 1), (14, 1, 33, 1), (14, 1, 34, 1), (14, 1, 35, 1), (14, 1, 35, 1), (15, 1, 3, 1), (15, 1, 6, 1), (15, 1, 7, 1), (16, 1, 1, 1), (16, 1, 1, 1), (16, 1, 8, 1), (16, 1, 8, 1), (16, 1, 9, 1), (16, 1, 10, 1), (16, 1, 13, 1), (19, 1, 77, 1), (19, 1, 90, 1), (19, 2, 9, 1), (19, 2, 13, 1), (19, 2, 15, 1), (19, 2, 16, 1), (19, 2, 16, 1), (19, 2, 16, 1), (23, 1, 63, 1), (23, 1, 63, 1), (24, 1, 15, 1), (27, 1, 9, 1), (27, 1, 9, 1), (33, 1, 6, 1), (39, 1, 3, 1)]
similar > 0.9		Q168022	ID_1708ot		Moza, son of Caleb and Ephah	Moza		male biblical protagonist (1 Chronicles 2:46)	descendant of Caleb; tribe of Judah		1 Chronicles 2:46	[(13, 1, 2, 1)]
similar > 0.9		Q168024	ID_1824ot		Muppim, son of Benoni	Muppim		male biblical protagonist (Genesis 46:21)	son of Benjamin		Genesis 46:21	[(1, 1, 46, 1)]
similar > 0.9		Q168026	ID_1985ot		Naam, son of Caleb	Naam		male biblical protagonist (1 Chronicles 4:15)	son of Caleb; tribe of Judah		1 Chronicles 4:15	[(13, 1, 4, 1)]
similar > 0.9	ubs names	Q168029	ID_785nt	Q22017204	Naaman, son of Belah	Naaman	Naaman	male biblical protagonist (Numbers 26:40)	a Syrian army commander healed by Elisha	biblical character, son of Belas	Numbers 26:40	[(42, 4, 27, 18)]
similar > 0.9		Q168034	ID_1992ot		Naarai, son of Ezbai	Naarai		male biblical protagonist (1 Chronicles 11:37)	son of Ezbai; warrior; time of David		1 Chronicles 11:37	[(13, 1, 11, 1)]
similar > 0.9	both names	Q168038	ID_1919ot	Q44203	Naboth	Naboth	Naboth	male biblical protagonist (1 Kings 21:1)	man; from Jezreel; time of king Ahab	biblical character	1 Kings 21:1	[(11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (12, 1, 9, 1), (12, 1, 9, 1), (12, 1, 9, 1)]
similar > 0.9		Q168042	ID_1251ot		Nadab, son of Shammai	Jada		male biblical protagonist (1 Chronicles 2:28)	descendant of Jerahmeel; tribe of Judah		1 Chronicles 2:28	[(13, 1, 2, 1), (13, 1, 2, 1)]
similar > 0.9		Q168045	ID_1953ot		Naham, son of Father of Hodiah and Naham	Naham		male biblical protagonist (1 Chronicles 4:19)	man		1 Chronicles 4:19	[(13, 1, 4, 1)]
similar > 0.9		Q168055	ID_1966ot		Nahath, son of Zuph	Naioth		male biblical protagonist (1 Samuel 1:1)	location; near Ramah		1 Samuel 1:1	[(9, 1, 19, 1), (9, 1, 19, 1), (9, 1, 19, 1), (9, 1, 19, 1), (9, 1, 20, 1)]
similar > 0.9	ubs names	Q168057	ID_1949ot	Q888890	Nahor, son of Terah	Nahor	Nahor	male biblical protagonist (Genesis 11:26)	son of Serug; descendant of Shem	Biblical character, son of Serug	Genesis 11:26	[(1, 1, 11, 1), (1, 1, 11, 1), (1, 1, 11, 1), (1, 1, 11, 1), (13, 1, 1, 1)]
similar > 0.9		Q168064	ID_795nt		Naphtali, son of Jacob and Bilhah	Naphtali		male biblical protagonist (Genesis 30:8)	a son of Jacob and ancestor of an Israelite tribe		Genesis 30:8	[(66, 7, 6, 8)]
similar > 0.9	ubs names	Q168070	ID_1958ot	Q1784980	Nathan, son of Attai	Nahshon	Nahshon	male biblical protagonist (1 Chronicles 2:36)	son of Amminadab; chief; tribe of Judah; time of Moses	biblical figure	1 Chronicles 2:36	[(2, 1, 6, 1), (4, 1, 1, 1), (4, 1, 2, 1), (4, 1, 7, 1), (4, 1, 7, 1), (4, 1, 10, 1), (8, 1, 4, 1), (13, 1, 2, 1), (13, 1, 2, 1)]
similar > 0.9		Q168069	ID_1956ot		Nathan, son of Father of Nathan and Joel	Naharai		male biblical protagonist (2 Samuel 23:36)	warrior; armour-bearer of Joab; time of king David		2 Samuel 23:36	[(10, 1, 23, 1), (13, 1, 11, 1)]
similar > 0.9		Q168075	ID_789nt		Naum, son of Esli	Nahum		male biblical protagonist (Luke 3:25)	a person in the genealogy of Jesus		Luke 3:25	[(42, 3, 25, 6)]
similar > 0.9	ubs names	Q168079	ID_1923ot	Q3773487	Nebaioth, son of Ishmael	Nebaioth	Nebaioth	male biblical protagonist (Genesis 25:13)	son of Ishmael; location	Biblical figure	Genesis 25:13	[(1, 1, 25, 1), (1, 1, 28, 1), (1, 1, 36, 1), (13, 1, 1, 1), (23, 1, 60, 1)]
similar > 0.9	similarity > 1.3	Q168083	ID_1916ot	Q12591	Nebuchadnezzar	Nebuchadnezzar	Nebuchadnezzar II	male biblical protagonist (2 Kings 24:1)	king of Babylon	king of the Neo-Babylonian Empire	2 Kings 24:1	[(12, 1, 24, 1), (12, 1, 24, 1), (12, 1, 24, 1), (12, 1, 25, 1), (12, 1, 25, 1), (12, 1, 25, 1), (13, 1, 5, 1), (14, 1, 36, 1), (14, 1, 36, 1), (14, 1, 36, 1), (14, 1, 36, 1), (15, 1, 1, 1), (15, 1, 2, 1), (15, 1, 5, 1), (15, 1, 5, 1), (15, 1, 6, 1), (16, 1, 7, 1), (17, 1, 2, 1), (24, 1, 27, 1), (24, 1, 27, 1), (24, 1, 27, 1), (24, 1, 28, 1), (24, 1, 28, 1), (24, 1, 28, 1), (24, 1, 29, 1), (24, 1, 29, 1), (27, 1, 1, 1), (27, 1, 1, 1), (27, 1, 2, 1), (27, 1, 2, 1), (27, 1, 2, 1), (27, 1, 3, 1), (27, 1, 3, 1), (27, 1, 3, 1), (27, 1, 3, 1), (27, 1, 3, 1), (27, 1, 3, 1), (27, 1, 3, 1), (27, 1, 3, 1), (27, 1, 3, 1), (27, 1, 3, 1), (27, 1, 3, 1), (27, 1, 3, 1), (27, 1, 3, 1), (27, 1, 3, 1), (27, 1, 4, 1), (27, 1, 4, 1), (27, 1, 4, 1), (27, 1, 4, 1), (27, 1, 4, 1), (27, 1, 4, 1), (27, 1, 4, 1), (27, 1, 5, 1), (27, 1, 5, 1), (27, 1, 5, 1)]
similar > 0.9		Q168087	ID_1968ot		Necho	Neco		male biblical protagonist (2 Kings 23:29)	king of Egypt		2 Kings 23:29	[(12, 1, 23, 1), (12, 1, 23, 1), (12, 1, 23, 1), (12, 1, 23, 1), (14, 1, 35, 1), (14, 1, 35, 1), (14, 1, 36, 1), (24, 1, 46, 1)]
similar > 0.9		Q168090	ID_1961ot		Nehemiah, son of Hachaliah	Netophah		male biblical protagonist (Nehemiah 1:1)	town; territory of Judah		Nehemiah 1:1	[(15, 1, 2, 1), (16, 1, 7, 1)]
similar > 0.9		Q168096	ID_1971ot		Nemuel, son of Eliab	Nemuelite		male biblical protagonist (Numbers 26:9)	descendant of Jemuel, Nemuel, son of Simoen		Numbers 26:9	[(4, 1, 26, 1)]
similar > 0.9		Q168098	ID_1996ot		Nepheg, son of Izhar	Nepheg		male biblical protagonist (Exodus 6:21)	son of Izhar; tribe of Levi		Exodus 6:21	[(2, 1, 6, 1)]
similar > 0.9	ubs names	Q168103	ID_25ot	Q1133337	Ner, son of Abiel and Maachah	Abner	Abner	male biblical protagonist (1 Samuel 14:50)	chief of army of Saul	biblical character, cousin to Saul and commander-in-chief of his army	1 Samuel 14:50	[(9, 1, 14, 1)]
similar > 0.9		Q169270	ID_2013ot		Nergalsharezer	Nergal-Sharezer		male biblical protagonist (Jeremiah 39:3). A prince of Nebuchadrezzar, the king of Babylon. See Jer 39:13.	official; time of king Nebuchadnezzar		Jeremiah 39:3	[(24, 1, 39, 1), (24, 1, 39, 1)]
similar > 0.9		Q168109	ID_121ot		Neriah, son of Maaseiah	Uriah		male biblical protagonist (Jeremiah 32:12)	son of Shemaiah; false prophet; time of Jeremiah		Jeremiah 32:12	[(24, 1, 26, 1), (24, 1, 26, 1), (24, 1, 26, 1)]
similar > 0.9		Q168113	ID_2023ot		Nethaneel	Nethanel		male biblical protagonist (1 Chronicles 15:24)	son of Zuar; chief; tribe of Issachar; time of Moses		1 Chronicles 15:24	[(4, 1, 1, 1), (4, 1, 2, 1), (4, 1, 7, 1), (4, 1, 7, 1), (4, 1, 10, 1)]
similar > 0.9		Q168115	ID_2720ot		Nethaneel, son of Obededom	Rephael		male biblical protagonist (1 Chronicles 26:4)	son of Shemaiah; gatekeeper; tribe of Levi		1 Chronicles 26:4	[(13, 1, 26, 1)]
similar > 0.9		Q168122	ID_2025ot		Nethaniah, son of Asaph	Nethaniah		male biblical protagonist (1 Chronicles 25:2)	son of Asaph; temple singer; time of king David		1 Chronicles 25:2	[(13, 1, 25, 1)]
similar > 0.9		Q168124	ID_2775ot		Nethaniah, son of Shelemiah	Seraiah		male biblical protagonist (Jeremiah 36:14)	son of Azriel; official; time of Jehoiakim		Jeremiah 36:14	[(24, 1, 36, 1)]
similar > 0.9		Q168128	ID_804nt		Nicolas	Nicolas		male biblical protagonist (Acts 6:5)	one of the seven helpers in the church in Jerusalem		Acts 6:5	[(44, 6, 5, 29)]
similar > 0.9		Q168133	ID_1941ot		Noadiah	Noadiah		female biblical protagonist (Nehemiah 6:14)	son of Binnui; Levite; after exile		Nehemiah 6:14	[(15, 1, 8, 1)]
similar > 0.9	ubs names	Q168134	ID_1983ot	Q81422	Noah, daughter of Zelophehad	Noah	Noah	female biblical protagonist (Numbers 26:33)	daughter of Zelophehad; tribe of Manasseh	Biblical figure	Numbers 26:33	[(4, 1, 26, 1), (4, 1, 27, 1), (4, 1, 36, 1), (6, 1, 17, 1)]
similar > 0.9		Q168138	ID_1929ot		Nogah, son of David	Nogah		male biblical protagonist (1 Chronicles 3:7)	son of David; tribe of Judah		1 Chronicles 3:7	[(13, 1, 3, 1), (13, 1, 14, 1)]
similar > 0.9		Q168148	ID_1201ot		Obadiah	Tob-Adonijah		male biblical protagonist (2 Chronicles 17:7)	Levite; time of king Jehoshaphat		2 Chronicles 17:7	[(14, 1, 17, 1)]
similar > 0.9		Q168145	ID_1274ot		Obadiah, son of Azel	Jehoaddah		male biblical protagonist (1 Chronicles 8:38)	son of Ahaz; tribe of Benjamin		1 Chronicles 8:38	[(13, 1, 8, 1)]
similar > 0.9		Q168144	ID_912ot		Obadiah, son of Izrahiah	Zebadiah		male biblical protagonist (1 Chronicles 7:3)	son of Meshelemiah; gatekeeper; tribe of Levi		1 Chronicles 7:3	[(13, 1, 26, 1)]
similar > 0.9		Q168159	ID_537nt		Obed	Obed		male biblical protagonist (2 Chronicles 23:1)	a person in the genealogy of Jesus		2 Chronicles 23:1	[(40, 1, 5, 13), (40, 1, 5, 17), (42, 3, 32, 4)]
